obsah,datum
"Dňa 06.12.2023 vláda SR schválila Návrh nariadenia vlády Slovenskej republiky, ktorým sa predlžuje dočasné obnovenie kontroly na vnútornej hranici...[Informatívny materiál/Informácia o transpozičnom deficite a harmonograme jeho odstránenia](/?ros_monitoring_aktuality&sprava=informativny-material-informacia-o-transpozicnom-deficite-a-harmonograme-jeho-odstranenia)",17. 12. 2023
"Dňa 06.12.2023 vláda SR rozhodla o zrušení úlohy č. 2 v mesiaci apríl 2021 z Plánu práce vlády Slovenskej republiky na rok 2021 – Zmena garanta...[Zákon/Návrh zákona, ktorým sa mení a dopĺňa zákon č. 222/2022 Z. z. o štátnej podpore nájomného bývania – skrátené legislatívne konanie](/?ros_monitoring_aktuality&sprava=zakon-navrh-zakona-ktorym-sa-meni-a-doplna-zakon-c-222-2022-z-z-o-statnej-podpore-najomneho-byvania-skratene-legislativne-konanie)",17. 12. 2023
"Dňa 06.12.2023 vláda SR schválila návrh zákona, ktorým sa mení a dopĺňa zákon č. 222/2022 Z. z. o štátnej podpore nájomného bývania a o zmene a doplnení niektorých zákonov v znení...[Nariadenie vlády SR/Zaradenie Nemocnice arm. generála L. Svobodu Svidník, a. s. do pevnej siete poskytovateľov ústavnej zdravotnej starostlivosti](/?ros_monitoring_aktuality&sprava=nariadenie-vlady-sr-zaradenie-nemocnice-arm-generala-l-svobodu-svidnik-a-s-do-pevnej-siete-poskytovatelov-ustavnej-zdravotnej-starostlivosti)",17. 12. 2023
"Dňa 06.12.2023 vláda SR schválila s pripomienkou návrh nariadenia vlády Slovenskej republiky, ktorým sa dopĺňa nariadenie vlády Slovenskej republiky č. 640/2008...[Zákon/Návrh zákona, ktorým sa mení a dopĺňa zákon č. 54/2019 Z. z. o ochrane oznamovateľov protispoločenskej činnosti](/?ros_monitoring_aktuality&sprava=zakon-navrh-zakona-ktorym-sa-meni-a-doplna-zakon-c-54-2019-z-z-o-ochrane-oznamovatelov-protispolocenskej-cinnosti)",17. 12. 2023
"Dňa 06.12.2023 vláda SR schválila návrh zákona, ktorým sa mení a dopĺňa zákon č. 54/2019 Z. z. o ochrane oznamovateľov protispoločenskej činnosti a o zmene a doplnení...[Zákon/Zmeny v trestnoprávnej legislatíve – skrátené legislatívne konanie](/?ros_monitoring_aktuality&sprava=zakon-zmeny-v-trestnopravnej-legislative-skratene-legislativne-konanie)",17. 12. 2023
"Dňa 06.12.2023 vláda SR s pripomienkami schválila návrh zákona, ktorým sa mení a dopĺňa zákon č. 300/2005 Z. z. Trestný zákon v znení neskorších predpisov a ktorým sa...[Ostatný materiál/Ukončenie nájmu pozemkov pre projekt DANUBIA PARK – upravené nové znenie](/?ros_monitoring_aktuality&sprava=ostatny-material-ukoncenie-najmu-pozemkov-pre-projekt-danubia-park-upravene-nove-znenie)",17. 12. 2023
Dňa 06.12.2023 vláda SR vzala na vedomie informáciu o neplnení záväzku nájomcu zo Zmluvy č. 2006/5700/0902 o nájme územia pri stupni Čunovo VDG na...[Ostatný materiál/Ceny elektriny v roku 2024 by sa nemali navyšovať oproti roku 2023](/?ros_monitoring_aktuality&sprava=ostatny-material-ceny-elektriny-v-roku-2024-by-sa-nemali-navysovat-oproti-roku-2023),17. 12. 2023
"Dňa 06.12.2023 vláda SR schválila návrh na schválenie všeobecného hospodárskeho záujmu na zabezpečenie...[Nariadenie vlády SR/Vymedzenie časovej pôsobnosti nariadenia vlády SR č. 464/2022 Z. z., ktorým sa ustanovuje limit nárastu schválenej alebo určenej ceny tepla](/?ros_monitoring_aktuality&sprava=nariadenie-vlady-sr-vymedzenie-casovej-posobnosti-nariadenia-vlady-sr-c-464-2022-z-z-ktorym-sa-ustanovuje-limit-narastu-schvalenej-alebo-urcenej-ceny-tepla)",17. 12. 2023
"Dňa 06.12.2023 vláda SR schválila návrh nariadenia, ktorým sa ustanovuje maximálna cena za regulovanú dodávku tepla pre vybraných koncových odberateľov...[Nariadenie vlády SR/Ustanovenie maximálnej ceny za časť regulovanej dodávky plynu a elektriny](/?ros_monitoring_aktuality&sprava=nariadenie-vlady-sr-ustanovenie-maximalnej-ceny-za-cast-regulovanej-dodavky-plynu-a-elektriny)",17. 12. 2023
"Dňa 06.12.2023 vláda SR schválila návrh nariadenia, ktorým sa ustanovuje maximálna cena za časť regulovanej dodávky plynu pre koncových odberateľov...[Nariadenie vlády SR/Ustanovenie výšky taríf pre koncových odberateľov elektriny a pre odberateľov plynu](/?ros_monitoring_aktuality&sprava=nariadenie-vlady-sr-ustanovenie-vysky-tarif-pre-koncovych-odberatelov-elektriny-a-pre-odberatelov-plynu)",17. 12. 2023
"Dňa 06.12.2023 vláda SR schválila návrh nariadenia, ktorým sa ustanovujú výšky taríf pre koncových odberateľov elektriny a pre odberateľov plynu. Cieľom...[Nariadenie vlády SR/Úprava výšky tarify za systémové služby pre odberateľov skupiny 2](/?ros_monitoring_aktuality&sprava=nariadenie-vlady-sr-uprava-vysky-tarify-za-systemove-sluzby-pre-odberatelov-skupiny-2)",17. 12. 2023
"Dňa 06.12.2023 vláda SR schválila návrh nariadenia, ktorým sa mení a dopĺňa nariadenie vlády Slovenskej republiky č. 465/2022 Z. z., ktorým sa...[Ostatný materiál/Návrh riešenia havarijného stavu kvality ovzdušia v meste Jelšava](/?ros_monitoring_aktuality&sprava=ostatny-material-navrh-riesenia-havarijneho-stavu-kvality-ovzdusia-v-meste-jelsava)",17. 12. 2023
Dňa 06.12.2023 vláda SR schválila Návrh riešenia havarijného stavu kvality ovzdušia v meste Jelšava. V súvislosti s tým bolo podpredsedovi...[Nariadenie vlády SR/Predĺženie doby poskytnutia príspevku za ubytovanie odídencov](/?ros_monitoring_aktuality&sprava=nariadenie-vlady-sr-predlzenie-doby-poskytnutia-prispevku-za-ubytovanie-odidencov),17. 12. 2023
"Dňa 06.12.2023 vláda SR schválila návrh nariadenia, ktorým sa mení nariadenie vlády Slovenskej republiky č. 218/2022 Z. z. o poskytovaní príspevku za ubytovanie odídenca v znení neskorších predpisov.&nbsp...[Nariadenie vlády SR/Národná tabuľka frekvenčného spektra](/?ros_monitoring_aktuality&sprava=nariadenie-vlady-sr-narodna-tabulka-frekvencneho-spektra)",17. 12. 2023
"Dňa 06.12.2023 vláda SR schválila návrh nariadenia, ktorým sa mení a dopĺňa nariadenie vlády Slovenskej republiky č. 5/2016 Z. z., ktorým sa vykonávajú niektoré...[Ostatný materiál/Návrh na úhradu výdavkov súvisiacich s úlohami a opatreniami civilnej ochrany počas mimoriadnej situácie v súvislosti s COVID-19](/?ros_monitoring_aktuality&sprava=ostatny-material-navrh-na-uhradu-vydavkov-suvisiacich-s-ulohami-a-opatreniami-civilnej-ochrany-pocas-mimoriadnej-situacie-v-suvislosti-s-covid-19)",17. 12. 2023
Dňa 06.12.2023 vláda SR schválila návrh na úhradu výdavkov súvisiacich s úlohami a opatreniami civilnej ochrany počas mimoriadnej situácie v súvislosti s ohrozením verejného zdravia II. stupňa z dôvodu...[MPK/Poskytovanie dočasného útočiska na území Slovenskej republiky do 4. marca 2025](/?ros_monitoring_aktuality&sprava=mpk-poskytovanie-docasneho-utociska-na-uzemi-slovenskej-republiky-do-4-marca-2025),10. 12. 2023
Dňa 07.12.2023 bol v MPK zverejnený návrh na zmenu uznesenia vlády Slovenskej republiky č. 185 zo 16. marca 2022 k návrhu na vyhlásenie poskytovania dočasného útočiska v súlade s...[PI/Informatívny pohovor s rodičmi vo veciach úpravy rodičovských práv a povinností k maloletému dieťaťu](/?ros_monitoring_aktuality&sprava=pi-informativny-pohovor-s-rodicmi-vo-veciach-upravy-rodicovskych-prav-a-povinnosti-k-maloletemu-dietatu),10. 12. 2023
"Dňa 07.12.2023 bola zverejnená predbežná informácia k návrhu vyhlášky Ministerstva práce, sociálnych vecí a rodiny Slovenskej republiky, ktorou sa mení a...[PI/Formuláre pri obstarávaní územnoplánovacej dokumentácie](/?ros_monitoring_aktuality&sprava=pi-formulare-pri-obstaravani-uzemnoplanovacej-dokumentacie)",10. 12. 2023
Dňa 05.12.2023 bola zverejnená predbežná informácia k návrhu vyhlášky Úradu pre územné plánovanie a výstavbu Slovenskej republiky o vzoroch formulárov používaných informačným...[MPK/Zmeny pri nakladaní s textilným a potravinovým odpadom](/?ros_monitoring_aktuality&sprava=mpk-zmeny-pri-nakladani-s-textilnym-a-potravinovym-odpadom),10. 12. 2023
"Dňa 08.12.2023 bol v MPK zverejnený návrh smernice Európskeho parlamentu a Rady, ktorou sa mení smernica 2008/98/ES...[MPK/Zodpovednosť orgánov verejnej moci](/?ros_monitoring_aktuality&sprava=mpk-zodpovednost-organov-verejnej-moci)",10. 12. 2023
"Dňa 08.12.2023 bol v MPK zverejnený návrh na určenie zodpovednosti ministerstiev, ostatných ústredných orgánov...[MPK/Zmeny v 13. dôchodku](/?ros_monitoring_aktuality&sprava=mpk-zmeny-v-13-dochodku)",10. 12. 2023
"Dňa 04.12.2023 bol do MPK predložený návrh vyhlášky Ministerstva spravodlivosti SR, ktorou sa mení vyhláška č. 68/2017 Z. z., ktorou sa vykonávajú niektoré ustanovenia zákona č. 233/1995 Z. z. o súdnych...[MPK/Informácia o aproximačných nariadeniach vlády SR](/?ros_monitoring_aktuality&sprava=mpk-informacia-o-aproximacnych-nariadeniach-vlady-sr)",10. 12. 2023
Dňa 05.12.2023 bola v MPK zverejnená informácia o vydaných aproximačných nariadeniach vlády SR v II. polroku 2023 a o zámere prijímania aproximačných...[Návrh zákona/Dorovnávacia daň – skrátený legislatívny proces](/?ros_monitoring_aktuality&sprava=navrh-zakona-dorovnavacia-dan-skrateny-legislativny-proces),10. 12. 2023
Dňa 04.12.2023 vláda SR schválila návrh zákona o dorovnávacej dani na zabezpečenie minimálnej úrovne zdanenia nadnárodných skupín podnikov a veľkých vnútroštátnych skupín a o doplnení zákona č. 563/2009 Z. z. o správe daní (daňový poriadok) a...[Návrh zákona/ Opatrenia na konsolidáciu verejných financií – skrátený legislatívny proces](/?ros_monitoring_aktuality&sprava=navrh-zakona-opatrenia-na-konsolidaciu-verejnych-financii-skrateny-legislativny-proces),10. 12. 2023
"Dňa 04.12.2023 vláda SR schválila návrh zákona, ktorým sa menia a dopĺňajú niektoré zákony v súvislosti so zlepšením stavu verejných financií. Opatrenia zahŕňajú zvýšenie...[MPK/Pracovná odmena pre odsúdených](/?ros_monitoring_aktuality&sprava=mpk-pracovna-odmena-pre-odsudenych)",10. 12. 2023
"Dňa 30.11.2023 bol do MPK predložený návrh nariadenia vlády, ktorým sa dopĺňa nariadenie vlády SR čl. 7/2023 o výške pracovnej odmeny a podmienkach jej poskytovania odsúdeným. Za účelom konsolidácie verejných financií sa&nbsp...[PI/Zmena zákona o civilnom letectve](/?ros_monitoring_aktuality&sprava=pi-zmena-zakona-o-civilnom-letectve)",10. 12. 2023
"Dňa 29.11.2023 bol do predbežného pripomienkovania predložený návrh zákona, ktorým sa mení a dopĺňa zákon č. 143/1998 Z. z. o civilnom letectve (letecký zákon). Návrhom zákona sa má zabezpečiť, že oblasť bezpilotných...[PI/Výstroje príslušníkov Policajného zboru](/?ros_monitoring_aktuality&sprava=pi-vystroje-prislusnikov-policajneho-zboru)",10. 12. 2023
"Dňa 30.11.2023 bol do PK predložený návrh opatrenia MV o hodnotách výstrojných súčastí príslušníkov Policajného zboru na výkon služby pre rok 2024.  MV SR určuje hodnotu výstrojných súčastí, ktoré tvoria hodnotu služobnej rovnošaty a jej...[MPK/Zrušenie niektorých úloh vyplývajúcich z uznesení vlády SR](/?ros_monitoring_aktuality&sprava=mpk-zrusenie-niektorych-uloh-vyplyvajucich-z-uzneseni-vlady-sr)",10. 12. 2023
"Dňa 30.11.2023 bol do MPK predložený návrh Plánu prípravy ministerstiev, ostatných ústredných orgánov štátnej správy a ďalších orgánov štátnej správy s celoštátnou pôsobnosťou na úseku obrany štátu pre roky 2024 – 2025...[Správa/Správa o stave implementácie Plánu obnovy a odolnosti](/?ros_monitoring_aktuality&sprava=sprava-sprava-o-stave-implementacie-planu-obnovy-a-odolnosti)",10. 12. 2023
"Dňa 29.11.2023 vláda SR schválila Správu o implementácii Plánu obnovy a odolnosti, ktorá konštatuje, že aj keď implementácia Plánu obnovy prebieha z pohľadu čerpania príspevku zMechanizmu na podporu obnovy a odolnosti v dobre nastavenom tempe, viaceré opatrenia sú v omeškaní. Tieto sú...[Novela zákona/Novela zákona o opatreniach na úseku environmentálnej záťaže (SKRÁTENÝ legislatívny proces)](/?ros_monitoring_aktuality&sprava=novela-zakona-novela-zakona-o-opatreniach-na-useku-environmentalnej-zataze-skrateny-legislativny-proces)",10. 12. 2023
Dňa 29.11.2023 vláda SR schválila novelu zákona č. 409/2011 Z. z. o niektorých opatreniach na úseku environmentálnej záťaže. Aktuálna právna úprava v § 9a a § 9b upravuje postup pri uplatňovaní finančnej náhrady za sanáciu environmentálnej záťaže. Táto úprava môže byť v aktuálnom znení...[Novela zákona/Zmena zákona o financovaní škôl (SKRÁTENÝ legislatívny proces)](/?ros_monitoring_aktuality&sprava=novela-zakona-zmena-zakona-o-financovani-skol-skrateny-legislativny-proces),10. 12. 2023
"Dňa 29.11.2023 vláda SR schválila návrh novely zákona č. 597/2003 Z. z. o financovaní základných škôl, stredných škôl a školských zariadení. V súčasnosti poskytujú neštátnym (súkromným a cirkevným) zariadeniam poradenstva a prevencie finančné prostriedky na mzdy a prevádzku obce alebo...[Novela zákona/Zmena kompetenčného zákona (SKRÁTENÝ legislatívny proces)](/?ros_monitoring_aktuality&sprava=novela-zakona-zmena-kompetencneho-zakona-skrateny-legislativny-proces)",10. 12. 2023
"Dňa 29.11.2023 vláda SR schválila návrh zákona o pomoci pri splácaní úveru na bývanie a o zmene a doplnení niektorých zákonov, a to v súvislosti s nárastom úrokových sadzieb pri úveroch na bývanie, ktorým sa zvyšuje finančné zaťaženie najmä nízkopríjmových domácností.&nbsp...[Novela zákona/Novelizácie v súvislosti s pomocou so splácaním úverov na bývanie (SKRÁTENÝ legislatívny proces)](/?ros_monitoring_aktuality&sprava=novela-zakona-novelizacie-v-suvislosti-s-pomocou-so-splacanim-uverov-na-byvanie-skrateny-legislativny-proces)",10. 12. 2023
"Dňa 29.11.2023 vláda SR schválila návrh zákona, ktorým sa novelizujú niektoré zákona v súvislosti s pomocou so splácaním úverov za bývanie. Úpravou zákona o dani z príjmov sa zavádza nový daňový bonus zo zvýšenia zaplatenej splátky, ktorý si daňové subjekty môžu uplatniť za rok 2023 v...[Novela zákona/Zmeny v národnom zdravotníckom informačnom systéme (SKRÁTENÝ legislatívny proces)](/?ros_monitoring_aktuality&sprava=novela-zakona-zmeny-v-narodnom-zdravotnickom-informacnom-systeme-skrateny-legislativny-proces)",10. 12. 2023
"Dňa 27.11.2023 bola zverejnená predbežná informácia k návrhu zákona, ktorým sa mení a dopĺňa zákon č. 56/2012 Z. z. o cestnej doprave v znení neskorších predpisov. Cieľom je prebratie...[MPK/Dohoda medzi SR a Albánskom](/?ros_monitoring_aktuality&sprava=mpk-dohoda-medzi-sr-a-albanskom)",03. 12. 2023
Dňa 28.11.2023 bol do MPK predložený návrh Dohody medzi vládou SR a radou ministrov Albánskej republiky o zárobkovej činnosti rodinných príslušníkov ich...[MPK/Opatrenie MF v súvislosti so Štátnou pokladnicou](/?ros_monitoring_aktuality&sprava=mpk-opatrenie-mf-v-suvislosti-so-statnou-pokladnicou),03. 12. 2023
"Dňa 28.11.2023 bol do MPK predložená návrh Opatrenia Ministerstva financií č. MF/015814/2023-361, ktorým sa mení a dopĺňa výnos Ministerstva financií z 24. mája 2006 č. MF/010546/2006-32,...[MPK/Stanovisko k návrhu nariadenia o požiadavkách kybernetickej bezpečnosti pre produkty s digitálnymi prvkami](/?ros_monitoring_aktuality&sprava=mpk-stanovisko-k-navrhu-nariadenia-o-poziadavkach-kybernetickej-bezpecnosti-pre-produkty-s-digitalnymi-prvkami)",03. 12. 2023
Dňa 29.11.2023 NBÚ predložil do MPK návrh riadneho predbežného stanoviska k návrhu nariadenia Európskeho parlamentu a Rady o horizontálnych požiadavkách kybernetickej bezpečnosti pre produkty s digitálnymi prvkami a&nbsp...[MPK/Ukončenie platnosti Zmluvy medzi ČSSR a Zväzom sovietskych socialistických republík o zamedzení vzniku dvojakého štátneho občianstva](/?ros_monitoring_aktuality&sprava=mpk-ukoncenie-platnosti-zmluvy-medzi-cssr-a-zvazom-sovietskych-socialistickych-republik-o-zamedzeni-vzniku-dvojakeho-statneho-obcianstva),03. 12. 2023
"Dňa 29.11.2023 bol do MPK predložený návrh na ukončenie platnosti Zmluvy medzi ČSSR a Zväzom sovietskych socialistických republík o zamedzení vzniku dvojakého štátneho občianstva z roku 1981, ktorá je aktuálne platná vo vzťahu medzi SR...[MPK/Investičná pomoc pre KIA Slovakia s. r. o.](/?ros_monitoring_aktuality&sprava=mpk-investicna-pomoc-pre-kia-slovakia-s-r-o)",03. 12. 2023
Dňa 29.11.2023 bol do MPK predložený návrh na schválenie investičnej pomoci pre KIA Slovakia s.r. o. na podporu realizácie investičného zámeru v Tepličke nad Váhom s názvom „Rozšírenie prevádzky na výrobu automobilov“ v...[MPK/Úprava zmesových odpadov pred skladovaním v nadväznosti na vznesené požiadavky zo strany EÚ](/?ros_monitoring_aktuality&sprava=mpk-uprava-zmesovych-odpadov-pred-skladovanim-v-nadvaznosti-na-vznesene-poziadavky-zo-strany-eu),03. 12. 2023
Dňa 23.11.2023 bo v MPK zverejnený návrh smernice Európskeho parlamentu a Rady o vodičských preukazoch. Cieľom návrhu je podporiť úsilie v oblasti znižovania úmrtnosti a vážnych zranení...[MPK/Celoúnijná platnosť určitých zákazov vedenia vozidla](/?ros_monitoring_aktuality&sprava=mpk-celounijna-platnost-urcitych-zakazov-vedenia-vozidla),03. 12. 2023
Dňa 23.11.2023 bo v MPK zverejnený návrh smernice Európskeho parlamentu a Rady o celoúnijnej platnosti určitých zákazov vedenia vozidla. Cieľom návrhu je zabezpečiť vysokú úroveň ochrany všetkým...[PI/Zjednotenie právnej úpravy v súvislosti s lovom vlka dravého](/?ros_monitoring_aktuality&sprava=pi-zjednotenie-pravnej-upravy-v-suvislosti-s-lovom-vlka-draveho),03. 12. 2023
"Dňa 27.11.2023 bola zverejnená predbežná informácia k Vyhláška Ministerstva pôdohospodárstva a rozvoja vidieka Slovenskej republiky, ktorou sa...[PI/Lov vlka dravého](/?ros_monitoring_aktuality&sprava=pi-lov-vlka-draveho)",03. 12. 2023
